Ionic Liquid,Cation,Anion,Viscosity (Pa.s),Viscosity (mPa.s),ln_visc,Cation-SMILES,Anion-SMILES,IL_SMILES,Temp (K),Pressure (kPa),MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
triethyl(octyl)phosphonium 5-bromoindazolide,triethyl(octyl)phosphonium,5-bromoindazolide,0.096,96,4.564348191,CCCCCCCC[P+](CC)(CC)CC,Brc2ccc1[n-]ncc1c2,CCCCCCCC[P+](CC)(CC)CC.Brc2ccc1[n-]ncc1c2,333,101,C21H36BrN2P,21,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 5-bromoindazolide,triethyl(octyl)phosphonium,5-bromoindazolide,0.094,94,4.543294782,CCCCCCCC[P+](CC)(CC)CC,Brc2ccc1[n-]ncc1c2,CCCCCCCC[P+](CC)(CC)CC.Brc2ccc1[n-]ncc1c2,333.8,101,C21H36BrN2P,21,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 6-bromoindazolide,triethyl(octyl)phosphonium,6-bromoindazolide,1.51,1510,7.31986493,CCCCCCCC[P+](CC)(CC)CC,Brc2ccc1cn[n-]c1c2,CCCCCCCC[P+](CC)(CC)CC.Brc2ccc1cn[n-]c1c2,292.8,101,C21H36BrN2P,21,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 6-bromoindazolide,triethyl(octyl)phosphonium,6-bromoindazolide,1.47,1470,7.29301768,CCCCCCCC[P+](CC)(CC)CC,Brc2ccc1cn[n-]c1c2,CCCCCCCC[P+](CC)(CC)CC.Brc2ccc1cn[n-]c1c2,293,101,C21H36BrN2P,21,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 6-bromoindazolide,triethyl(octyl)phosphonium,6-bromoindazolide,1.013,1013,6.920671504,CCCCCCCC[P+](CC)(CC)CC,Brc2ccc1cn[n-]c1c2,CCCCCCCC[P+](CC)(CC)CC.Brc2ccc1cn[n-]c1c2,297.6,101,C21H36BrN2P,21,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 6-bromoindazolide,triethyl(octyl)phosphonium,6-bromoindazolide,0.98,980,6.887552572,CCCCCCCC[P+](CC)(CC)CC,Brc2ccc1cn[n-]c1c2,CCCCCCCC[P+](CC)(CC)CC.Brc2ccc1cn[n-]c1c2,298.1,101,C21H36BrN2P,21,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 6-bromoindazolide,triethyl(octyl)phosphonium,6-bromoindazolide,0.67,670,6.507277712,CCCCCCCC[P+](CC)(CC)CC,Brc2ccc1cn[n-]c1c2,CCCCCCCC[P+](CC)(CC)CC.Brc2ccc1cn[n-]c1c2,303.2,101,C21H36BrN2P,21,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 6-bromoindazolide,triethyl(octyl)phosphonium,6-bromoindazolide,0.329,329,5.796057751,CCCCCCCC[P+](CC)(CC)CC,Brc2ccc1cn[n-]c1c2,CCCCCCCC[P+](CC)(CC)CC.Brc2ccc1cn[n-]c1c2,313.4,101,C21H36BrN2P,21,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 6-bromoindazolide,triethyl(octyl)phosphonium,6-bromoindazolide,0.172,172,5.147494477,CCCCCCCC[P+](CC)(CC)CC,Brc2ccc1cn[n-]c1c2,CCCCCCCC[P+](CC)(CC)CC.Brc2ccc1cn[n-]c1c2,323.6,101,C21H36BrN2P,21,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 6-bromoindazolide,triethyl(octyl)phosphonium,6-bromoindazolide,0.102,102,4.624972813,CCCCCCCC[P+](CC)(CC)CC,Brc2ccc1cn[n-]c1c2,CCCCCCCC[P+](CC)(CC)CC.Brc2ccc1cn[n-]c1c2,332.2,101,C21H36BrN2P,21,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 6-bromoindazolide,triethyl(octyl)phosphonium,6-bromoindazolide,0.095,95,4.553876892,CCCCCCCC[P+](CC)(CC)CC,Brc2ccc1cn[n-]c1c2,CCCCCCCC[P+](CC)(CC)CC.Brc2ccc1cn[n-]c1c2,333.7,101,C21H36BrN2P,21,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 4-bromo-3-methylpyrazolide,triethyl(octyl)phosphonium,4-bromo-3-methylpyrazolide,0.433,433,6.070737728,CCCCCCCC[P+](CC)(CC)CC,Cc1n[n-]cc1Br,CCCCCCCC[P+](CC)(CC)CC.Cc1n[n-]cc1Br,292.2,101,C18H36BrN2P,18,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 4-bromo-3-methylpyrazolide,triethyl(octyl)phosphonium,4-bromo-3-methylpyrazolide,0.28,280,5.634789603,CCCCCCCC[P+](CC)(CC)CC,Cc1n[n-]cc1Br,CCCCCCCC[P+](CC)(CC)CC.Cc1n[n-]cc1Br,298.2,101,C18H36BrN2P,18,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 4-bromo-3-methylpyrazolide,triethyl(octyl)phosphonium,4-bromo-3-methylpyrazolide,0.28,280,5.634789603,CCCCCCCC[P+](CC)(CC)CC,Cc1n[n-]cc1Br,CCCCCCCC[P+](CC)(CC)CC.Cc1n[n-]cc1Br,298.2,101,C18H36BrN2P,18,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 4-bromo-3-methylpyrazolide,triethyl(octyl)phosphonium,4-bromo-3-methylpyrazolide,0.124,124,4.820281566,CCCCCCCC[P+](CC)(CC)CC,Cc1n[n-]cc1Br,CCCCCCCC[P+](CC)(CC)CC.Cc1n[n-]cc1Br,312.5,101,C18H36BrN2P,18,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 4-bromo-3-methylpyrazolide,triethyl(octyl)phosphonium,4-bromo-3-methylpyrazolide,0.064,64,4.158883083,CCCCCCCC[P+](CC)(CC)CC,Cc1n[n-]cc1Br,CCCCCCCC[P+](CC)(CC)CC.Cc1n[n-]cc1Br,322.2,101,C18H36BrN2P,18,36,2,0,0,1,0,0,1,0
triethyl(octyl)phosphonium 4-bromo-3-methylpyrazolide,triethyl(octyl)phosphonium,4-bromo-3-methylpyrazolide,0.034,34,3.526360525,CCCCCCCC[P+](CC)(CC)CC,Cc1n[n-]cc1Br,CCCCCCCC[P+](CC)(CC)CC.Cc1n[n-]cc1Br,332.2,101,C18H36BrN2P,18,36,2,0,0,1,0,0,1,0
"(ethoxymethyl)triethylphosphonium 1,2,3-triazolide",(ethoxymethyl)triethylphosphonium,"1,2,3-triazolide",0.062,62,4.127134385,CCOC[P+](CC)(CC)CC,c1c[n-]nn1,CCOC[P+](CC)(CC)CC.c1c[n-]nn1,303.15,101.325,C11H24N3OP,11,24,3,1,0,1,0,0,0,0
"(ethoxymethyl)triethylphosphonium 1,2,3-triazolide",(ethoxymethyl)triethylphosphonium,"1,2,3-triazolide",0.05,50,3.912023005,CCOC[P+](CC)(CC)CC,c1c[n-]nn1,CCOC[P+](CC)(CC)CC.c1c[n-]nn1,308.15,101.325,C11H24N3OP,11,24,3,1,0,1,0,0,0,0
tetrabutylphosphonium L-phenylalaninate,tetrabutylphosphonium,L-phenylalaninate,0.085,85,4.442651256,CCCC[P+](CCCC)(CCCC)CCCC,N[C@@H](CC1=CC=CC=C1)C([O-])=O,CCCC[P+](CCCC)(CCCC)CCCC.N[C@@H](CC1=CC=CC=C1)C([O-])=O,333,101.325,C25H46NO2P,25,46,1,2,0,1,0,0,0,0
tetrabutylphosphonium L-alaninate,tetrabutylphosphonium,L-alaninate,0.07,70,4.248495242,CCCC[P+](CCCC)(CCCC)CCCC,C[C@@H](C(=O)[O-])N,CCCC[P+](CCCC)(CCCC)CCCC.C[C@@H](C(=O)[O-])N,333,101.325,C19H42NO2P,19,42,1,2,0,1,0,0,0,0
tetradecyl(trihexyl)phosphonium dicyanamide,tetradecyl(trihexyl)phosphonium,dicyanamide,0.438,438,6.08221891,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,N#C[N-]C#N,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,298.15,100,C34H68N3P,34,68,3,0,0,1,0,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.311,311,5.739792912,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,15.3,15300,9.635608107,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],278.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,9.448,9448,9.153558358,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],283.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,6.088,6088,8.7140749,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],288.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,4.03,4030,8.301521655,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],293.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,2.729,2729,7.911690521,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],298.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,1.8903,1890.3,7.544490826,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],303.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,1.3364,1336.4,7.19773471,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],308.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,0.706,706,6.559615237,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],318.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,0.526,526,6.265301213,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],323.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,0.398,398,5.986452005,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],328.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,0.3057,305.7,5.722604229,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],333.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,0.2378,237.8,5.471429984,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],338.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,0.1874,187.4,5.23324537,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],343.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,0.1492,149.2,5.005287688,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],348.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,0.1201,120.1,4.788324729,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],353.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,0.0977,97.7,4.581901559,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],358.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium chloride,trihexyl(tetradecyl)phosphonium,chloride,0.08017,80.17,4.38414938,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],363.15,101.325,C32H68ClP,32,68,0,0,0,1,0,1,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,1.2462,1246.2,7.1278542,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,278.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.871,871,6.769641977,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.622,622,6.432940093,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,288.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.454,454,6.118097198,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.3367,336.7,5.819192326,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.2542,254.2,5.538121359,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.195,195,5.272999559,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.1519,151.9,5.02322241,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.1198,119.8,4.785823686,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.0958,95.8,4.562262685,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.07755,77.55,4.35092289,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.06347,63.47,4.150567353,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.05249,52.49,3.960622675,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,338.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.04384,43.84,3.780546643,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.03695,36.95,3.609565647,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,348.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.03141,31.41,3.447126314,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,trihexyl(tetradecyl)phosphonium,bis[(trifluoromethyl)sulfonyl]imide,0.02691,26.91,3.292497965,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,358.15,101.325,C34H68F6NO4PS2,34,68,1,4,2,1,6,0,0,0
1-butylpyridinium tetrafluoroborate,1-butylpyridinium,tetrafluoroborate,0.46,460,6.131226489,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,283.15,101.325,C9H14BF4N,9,14,1,0,0,0,4,0,0,0
1-butylpyridinium tetrafluoroborate,1-butylpyridinium,tetrafluoroborate,0.315,315,5.752572639,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,288.15,101.325,C9H14BF4N,9,14,1,0,0,0,4,0,0,0
1-butylpyridinium tetrafluoroborate,1-butylpyridinium,tetrafluoroborate,0.223,223,5.407171771,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,293.15,101.325,C9H14BF4N,9,14,1,0,0,0,4,0,0,0
1-butylpyridinium tetrafluoroborate,1-butylpyridinium,tetrafluoroborate,0.163,163,5.093750201,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,298.15,101.325,C9H14BF4N,9,14,1,0,0,0,4,0,0,0
1-butylpyridinium tetrafluoroborate,1-butylpyridinium,tetrafluoroborate,0.121,121,4.795790546,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,303.15,101.325,C9H14BF4N,9,14,1,0,0,0,4,0,0,0
1-butylpyridinium tetrafluoroborate,1-butylpyridinium,tetrafluoroborate,0.093,93,4.532599493,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,308.15,101.325,C9H14BF4N,9,14,1,0,0,0,4,0,0,0
1-butylpyridinium tetrafluoroborate,1-butylpyridinium,tetrafluoroborate,0.072,72,4.276666119,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,313.15,101.325,C9H14BF4N,9,14,1,0,0,0,4,0,0,0
1-butylpyridinium tetrafluoroborate,1-butylpyridinium,tetrafluoroborate,0.057,57,4.043051268,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,318.15,101.325,C9H14BF4N,9,14,1,0,0,0,4,0,0,0
