Ionic Liquid,Cation,Anion,Viscosity (Pa.s),Viscosity (mPa.s),ln_visc,Cation-SMILES,Anion-SMILES,IL_SMILES,Temp (K),Pressure (kPa),MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonam","N-ethyl-N,N-dimethyl-1-propanaminium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonam",0.0213,21.3,3.058707073,CCC[N+](C)(C)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCC[N+](C)(C)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonam","N-ethyl-N,N-dimethyl-1-propanaminium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonam",0.0171,17.1,2.839078464,CCC[N+](C)(C)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCC[N+](C)(C)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonam","N-ethyl-N,N-dimethyl-1-propanaminium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonam",0.0141,14.1,2.646174797,CCC[N+](C)(C)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCC[N+](C)(C)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
tris(2-hydroxyethyl) methylammonium methylsulfate,tris(2-hydroxyethyl) methylammonium,methylsulfate,0.78,780,6.65929392,C[N+](CCO)(CCO)CCO,COS(=O)(=O)[O-],C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],298.15,101.325,C8H21NO7S,8,21,1,7,1,0,0,0,0,0
tris(2-hydroxyethyl) methylammonium methylsulfate,tris(2-hydroxyethyl) methylammonium,methylsulfate,0.51,510,6.234410726,C[N+](CCO)(CCO)CCO,COS(=O)(=O)[O-],C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],303.15,101.325,C8H21NO7S,8,21,1,7,1,0,0,0,0,0
tris(2-hydroxyethyl) methylammonium methylsulfate,tris(2-hydroxyethyl) methylammonium,methylsulfate,0.37,370,5.913503006,C[N+](CCO)(CCO)CCO,COS(=O)(=O)[O-],C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],308.15,101.325,C8H21NO7S,8,21,1,7,1,0,0,0,0,0
tris(2-hydroxyethyl) methylammonium methylsulfate,tris(2-hydroxyethyl) methylammonium,methylsulfate,0.278,278,5.627621114,C[N+](CCO)(CCO)CCO,COS(=O)(=O)[O-],C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],313.15,101.325,C8H21NO7S,8,21,1,7,1,0,0,0,0,0
tris(2-hydroxyethyl) methylammonium methylsulfate,tris(2-hydroxyethyl) methylammonium,methylsulfate,0.213,213,5.361292166,C[N+](CCO)(CCO)CCO,COS(=O)(=O)[O-],C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],318.15,101.325,C8H21NO7S,8,21,1,7,1,0,0,0,0,0
tris(2-hydroxyethyl) methylammonium methylsulfate,tris(2-hydroxyethyl) methylammonium,methylsulfate,0.169,169,5.129898715,C[N+](CCO)(CCO)CCO,COS(=O)(=O)[O-],C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],323.15,101.325,C8H21NO7S,8,21,1,7,1,0,0,0,0,0
tris(2-hydroxyethyl) methylammonium methylsulfate,tris(2-hydroxyethyl) methylammonium,methylsulfate,0.111,111,4.709530201,C[N+](CCO)(CCO)CCO,COS(=O)(=O)[O-],C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],333.15,101.325,C8H21NO7S,8,21,1,7,1,0,0,0,0,0
"2-hydroxy-N,N,N-trimethylethanaminium 3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate","2-hydroxy-N,N,N-trimethylethanaminium","3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate",56.8,56800,10.9472916,C[N+](C)(C)CCO,OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,C[N+](C)(C)CCO.OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,328.15,100,C12H30N2O8S,12,30,2,8,1,0,0,0,0,0
"2-hydroxy-N,N,N-trimethylethanaminium 3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate","2-hydroxy-N,N,N-trimethylethanaminium","3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate",34.2,34200,10.43998092,C[N+](C)(C)CCO,OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,C[N+](C)(C)CCO.OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,333.15,100,C12H30N2O8S,12,30,2,8,1,0,0,0,0,0
"2-hydroxy-N,N,N-trimethylethanaminium 3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate","2-hydroxy-N,N,N-trimethylethanaminium","3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate",21.5,21500,9.975808214,C[N+](C)(C)CCO,OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,C[N+](C)(C)CCO.OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,338.15,100,C12H30N2O8S,12,30,2,8,1,0,0,0,0,0
"2-hydroxy-N,N,N-trimethylethanaminium 3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate","2-hydroxy-N,N,N-trimethylethanaminium","3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate",14,14000,9.546812609,C[N+](C)(C)CCO,OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,C[N+](C)(C)CCO.OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,343.15,100,C12H30N2O8S,12,30,2,8,1,0,0,0,0,0
"2-hydroxy-N,N,N-trimethylethanaminium 3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate","2-hydroxy-N,N,N-trimethylethanaminium","3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate",9.4,9400,9.148464968,C[N+](C)(C)CCO,OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,C[N+](C)(C)CCO.OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,348.15,100,C12H30N2O8S,12,30,2,8,1,0,0,0,0,0
"2-hydroxy-N,N,N-trimethylethanaminium 3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate","2-hydroxy-N,N,N-trimethylethanaminium","3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate",6.385,6385,8.761706768,C[N+](C)(C)CCO,OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,C[N+](C)(C)CCO.OCC(CO)(CO)NCC(O)CS([O-])(=O)=O,353.15,100,C12H30N2O8S,12,30,2,8,1,0,0,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.73,730,6.593044534,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,268.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.507,507,6.228511004,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,273.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.357,357,5.877735782,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,278.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.262,262,5.568344504,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.148,148,4.997212274,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.088,88,4.477336814,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.0592,59.2,4.080921542,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.0265,26.5,3.277144733,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,hexyltrimethylammonium,bis[(trifluoromethyl)sulfonyl]imide,1.22,1220,7.106606138,CCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,268.15,101.325,C11H22F6N2O4S2,11,22,2,4,2,0,6,0,0,0
hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,hexyltrimethylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.8,800,6.684611728,CCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,273.15,101.325,C11H22F6N2O4S2,11,22,2,4,2,0,6,0,0,0
hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,hexyltrimethylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.545,545,6.300785795,CCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,278.15,101.325,C11H22F6N2O4S2,11,22,2,4,2,0,6,0,0,0
hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,hexyltrimethylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.386,386,5.955837369,CCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,101.325,C11H22F6N2O4S2,11,22,2,4,2,0,6,0,0,0
hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,hexyltrimethylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.2045,204.5,5.320567975,CCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,101.325,C11H22F6N2O4S2,11,22,2,4,2,0,6,0,0,0
hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,hexyltrimethylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.1196,119.6,4.784152842,CCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,101.325,C11H22F6N2O4S2,11,22,2,4,2,0,6,0,0,0
hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,hexyltrimethylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.08,80,4.382026635,CCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,101.325,C11H22F6N2O4S2,11,22,2,4,2,0,6,0,0,0
hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,hexyltrimethylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.0528,52.8,3.966511191,CCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,101.325,C11H22F6N2O4S2,11,22,2,4,2,0,6,0,0,0
trimethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,trimethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,2.571,2571,7.852050207,CCCCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,263.15,101.325,C13H26F6N2O4S2,13,26,2,4,2,0,6,0,0,0
trimethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,trimethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,1.039,1039,6.946013991,CCCCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,273.15,101.325,C13H26F6N2O4S2,13,26,2,4,2,0,6,0,0,0
trimethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,trimethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.498,498,6.210600077,CCCCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,101.325,C13H26F6N2O4S2,13,26,2,4,2,0,6,0,0,0
trimethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,trimethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.257,257,5.549076085,CCCCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,101.325,C13H26F6N2O4S2,13,26,2,4,2,0,6,0,0,0
trimethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,trimethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.145,145,4.976733742,CCCCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,101.325,C13H26F6N2O4S2,13,26,2,4,2,0,6,0,0,0
trimethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,trimethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.092,92,4.521788577,CCCCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,101.325,C13H26F6N2O4S2,13,26,2,4,2,0,6,0,0,0
trimethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,trimethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,0.065,65,4.17438727,CCCCCCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,101.325,C13H26F6N2O4S2,13,26,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.2542,254.2,5.538121359,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.1846,184.6,5.218191322,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,288.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.1377,137.7,4.925077406,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.1052,105.2,4.6558633,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.082,82,4.406719247,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.0652,65.2,4.177459469,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.0527,52.7,3.964615456,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.0432,43.2,3.765840495,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,318.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.0359,35.9,3.580737295,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.0302,30.2,3.407841924,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.0257,25.7,3.246490992,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.022,22,3.091042453,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,338.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.0191,19.1,2.949688335,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.0167,16.7,2.815408719,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,348.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,0.0147,14.7,2.687847494,CCCC[N+](C)(C)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,101.325,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0
tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,tributylmethylammonium,bis((trifluoromethyl)sulfonyl)imide,2.05,2050,7.625595072,CCCC[N+](C)(CCCC)CCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,101.325,C15H30F6N2O4S2,15,30,2,4,2,0,6,0,0,0
tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,tributylmethylammonium,bis((trifluoromethyl)sulfonyl)imide,1.264,1264,7.142036575,CCCC[N+](C)(CCCC)CCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,288.15,101.325,C15H30F6N2O4S2,15,30,2,4,2,0,6,0,0,0
tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,tributylmethylammonium,bis((trifluoromethyl)sulfonyl)imide,0.819,819,6.708084084,CCCC[N+](C)(CCCC)CCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,101.325,C15H30F6N2O4S2,15,30,2,4,2,0,6,0,0,0
tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,tributylmethylammonium,bis((trifluoromethyl)sulfonyl)imide,0.539,539,6.289715571,CCCC[N+](C)(CCCC)CCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,101.325,C15H30F6N2O4S2,15,30,2,4,2,0,6,0,0,0
tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,tributylmethylammonium,bis((trifluoromethyl)sulfonyl)imide,0.369,369,5.910796644,CCCC[N+](C)(CCCC)CCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,101.325,C15H30F6N2O4S2,15,30,2,4,2,0,6,0,0,0
