IL_SMILES,NAME,ARTICLEID,IL-Tm (deg-C),IL-Tm (K),MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I,Si
CCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,C0721_A0011,A132065,68,341.15,C20H36F6NP,20,36,1,0,0,1,6,0,0,0,0
CCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,C0676_A0011,A132065,71,344.15,C20H36F6NP,20,36,1,0,0,1,6,0,0,0,0
CCCCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,C0701_A0011,A132065,74,347.15,C22H40F6NP,22,40,1,0,0,1,6,0,0,0,0
CCCCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,C0620_A0011,A132065,75,348.15,C22H40F6NP,22,40,1,0,0,1,6,0,0,0,0
CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,C0844_A0011,A132065,87,360.15,C24H44F6NP,24,44,1,0,0,1,6,0,0,0,0
CCCCCCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,C0222_A0011,A132065,88,361.15,C24H44F6NP,24,44,1,0,0,1,6,0,0,0,0
N#CCCC[n+]1ccccc1.[Cl-],C0233_A0033,A132065,101,374.15,C9H11ClN2,9,11,2,0,0,0,0,1,0,0,0
F[B-](F)(F)F.N#CCCC[n+]1ccccc1,C0233_A0020,A132065,62,335.15,C9H11BF4N2,9,11,2,0,0,0,4,0,0,0,0
N#CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0233_A0048,A132065,-65,208.15,C11H11F6N3O4S2,11,11,3,4,2,0,6,0,0,0,0
F[P-](F)(F)(F)(F)F.N#CCCC[n+]1ccccc1,C0233_A0011,A132065,95,368.15,C9H11F6N2P,9,11,2,0,0,1,6,0,0,0,0
CC[n+]1ccccc1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C0062_A0078,A132065,-11,262.15,C12H13F8NO4S,12,13,1,4,1,0,8,0,0,0,0
FC(F)(CC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0541_A0048,A132065,33,306.15,C11H9F15N2O4S3,11,9,2,4,3,0,15,0,0,0,0
FC(F)(CCCC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C1057_A0048,A132065,18,291.15,C13H13F15N2O4S3,13,13,2,4,3,0,15,0,0,0,0
FC(F)(CC[n+]1ccccc1)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0570_A0048,A132065,36,309.15,C13H9F19N2O4S3,13,9,2,4,3,0,19,0,0,0,0
FCCC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C1008_A0048,A132065,62,335.15,C15H14F7N3O4S2,15,14,3,4,2,0,7,0,0,0,0
FCCC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,C1008_A0084,A132065,88,361.15,C14H14F4N2O3S,14,14,2,3,1,0,4,0,0,0,0
FC(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0096_A0048,A132065,67,340.15,C15H12F9N3O4S2,15,12,3,4,2,0,9,0,0,0,0
FC(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,C0096_A0084,A132065,98,371.15,C14H12F6N2O3S,14,12,2,3,1,0,6,0,0,0,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0063_A0048,A132065,52,325.15,C20H12F19N3O4S2,20,12,3,4,2,0,19,0,0,0,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,C0063_A0084,A132065,104,377.15,C19H12F16N2O3S,19,12,2,3,1,0,16,0,0,0,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C1150_A0048,A132065,94,367.15,C22H12F23N3O4S2,22,12,3,4,2,0,23,0,0,0,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,C1150_A0084,A132065,109,382.15,C21H12F20N2O3S,21,12,2,3,1,0,20,0,0,0,0
CCCC[n+]1cc(C)cc(C)c1.[Br-],C1087_A0004,A132065,95,368.15,C11H18BrN,11,18,1,0,0,0,0,0,1,0,0
CCCC[n+]1ccc(N(C)C)cc1.[Br-],C1083_A0004,A132065,222,495.15,C11H19BrN2,11,19,2,0,0,0,0,0,1,0,0
CCCCOC(=O)c1ccc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0425_A0048,A132065,15,288.15,C16H22F6N2O6S2,16,22,2,6,2,0,6,0,0,0,0
CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0791_A0048,A132065,10,283.15,C15H22F6N2O4S2,15,22,2,4,2,0,6,0,0,0,0
CCCCCC[n+]1ccc(N(C)C)cc1.[Br-],C0061_A0004,A132065,196,469.15,C13H23BrN2,13,23,2,0,0,0,0,0,1,0,0
CCCCCC[n+]1ccc(N(C)C)c(C)c1.[Br-],C0009_A0004,A132065,119,392.15,C14H25BrN2,14,25,2,0,0,0,0,0,1,0,0
CCCCCC[n+]1ccc(N(C)C)c(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0009_A0048,A132065,-2,271.15,C16H25F6N3O4S2,16,25,3,4,2,0,6,0,0,0,0
CCCCCC[n+]1ccc(N2CCC(C)CC2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0787_A0048,A132065,37,310.15,C19H29F6N3O4S2,19,29,3,4,2,0,6,0,0,0,0
O=P([O-])(O)O.O=S(=O)(O)CCC[n+]1ccccc1,C0777_A0012,A132065,90,363.15,C8H14NO7PS,8,14,1,7,1,1,0,0,0,0,0
CCCCCCCCCCCC[n+]1ccc2ccccc2c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C0663_A0006,A132065,72,345.15,C53H44BF24N,53,44,1,0,0,0,24,0,0,0,0
CCCCCCCCCCCCCCCCCC[n+]1ccc2ccccc2c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C0619_A0006,A132065,31,304.15,C59H56BF24N,59,56,1,0,0,0,24,0,0,0,0
CCCC[N+]1=C(C(C)C)SCC1CC.[I-],C0516_A0069,A132065,137,410.15,C12H24INS,12,24,1,0,1,0,0,0,0,1,0
CCCC[N+]1=C(C(C)C)SCC1CC.F[B-](F)(F)F,C0516_A0020,A132065,111,384.15,C12H24BF4NS,12,24,1,0,1,0,4,0,0,0,0
CCCC[N+]1=C(C(C)C)SCC1CC.F[P-](F)(F)(F)(F)F,C0516_A0011,A132065,136,409.15,C12H24F6NPS,12,24,1,0,1,1,6,0,0,0,0
CCCCCCCCCCCC[N+]1=C(C(C)C)SCC1CC.F[P-](F)(F)(F)(F)F,C0681_A0011,A132065,42,315.15,C20H40F6NPS,20,40,1,0,1,1,6,0,0,0,0
C[S+](C)C.F[B-](F)(F)F,C0310_A0020,A132065,217,490.15,C3H9BF4S,3,9,0,0,1,0,4,0,0,0,0
C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0310_A0048,A132065,45,318.15,C5H9F6NO4S3,5,9,1,4,3,0,6,0,0,0,0
C[S+](C)C.N#C[N-]C#N,C0310_A0056,A132065,-1,272.15,C5H9N3S,5,9,3,0,1,0,0,0,0,0,0
C[S+](C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0310_A0034,A132065,32,305.15,C6H9F6NO3S2,6,9,1,3,2,0,6,0,0,0,0
CC[S+](CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0598_A0034,A132065,32,305.15,C9H15F6NO3S2,9,15,1,3,2,0,6,0,0,0,0
CCCC[S+](CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0913_A0048,A132065,-8,265.15,C14H27F6NO4S3,14,27,1,4,3,0,6,0,0,0,0
CC[S+](C)C.N#C[N-]C#N,C0729_A0056,A132065,-28,245.15,C6H11N3S,6,11,3,0,1,0,0,0,0,0,0
C[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0985_A0048,A132065,136,409.15,C6H12F6N2O4S2,6,12,2,4,2,0,6,0,0,0,0
CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0767_A0048,A132065,105,378.15,C7H14F6N2O4S2,7,14,2,4,2,0,6,0,0,0,0
CC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0767_A0034,A132065,-10,263.15,C8H14F6N2O3S,8,14,2,3,1,0,6,0,0,0,0
COC[N+](C)(C)C.F[B-](F)(F)F,C0284_A0020,A132065,46,319.15,C5H14BF4NO,5,14,1,1,0,0,4,0,0,0,0
COC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0284_A0048,A132065,5,278.15,C7H14F6N2O5S2,7,14,2,5,2,0,6,0,0,0,0
CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0243_A0048,A132065,19,292.15,C8H16F6N2O4S2,8,16,2,4,2,0,6,0,0,0,0
CCC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0243_A0034,A132065,10,283.15,C9H16F6N2O3S,9,16,2,3,1,0,6,0,0,0,0
CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,C0243_A0074,A132065,19,292.15,C9H16F8N2O4S2,9,16,2,4,2,0,8,0,0,0,0
CC(C)[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0091_A0048,A132065,129,402.15,C8H16F6N2O4S2,8,16,2,4,2,0,6,0,0,0,0
CC(C)[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0091_A0034,A132065,29,302.15,C9H16F6N2O3S,9,16,2,3,1,0,6,0,0,0,0
CC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0441_A0048,A132065,96,369.15,C8H16F6N2O4S2,8,16,2,4,2,0,6,0,0,0,0
C=CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0247_A0048,A132065,41,314.15,C8H14F6N2O4S2,8,14,2,4,2,0,6,0,0,0,0
C=CC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0247_A0034,A132065,-3,270.15,C9H14F6N2O3S,9,14,2,3,1,0,6,0,0,0,0
C#CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0717_A0048,A132065,45,318.15,C8H12F6N2O4S2,8,12,2,4,2,0,6,0,0,0,0
COC=C(C)[NH+](C)C.F[B-](F)(F)F,C0982_A0020,A132065,-16,257.15,C6H14BF4NO,6,14,1,1,0,0,4,0,0,0,0
COC=C(C)[NH+](C)C.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,C0982_A0061,A132065,51,324.15,C10H14BNO9,10,14,1,9,0,0,0,0,0,0,0
CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0231_A0048,A132065,-14,259.15,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0,0
CC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0597_A0048,A132065,129,402.15,C9H18F6N2O4S2,9,18,2,4,2,0,6,0,0,0,0
CC[N+](C)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0597_A0034,A132065,20,293.15,C10H18F6N2O3S,10,18,2,3,1,0,6,0,0,0,0
CC[N+](C)(CC)CC.O=C1[N-]S(=O)(=O)c2ccccc21,C0597_A0007,A132065,26,299.15,C14H22N2O3S,14,22,2,3,1,0,0,0,0,0,0
CCOC=C(C)[NH+](C)C.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,C0595_A0061,A132065,47,320.15,C11H16BNO9,11,16,1,9,0,0,0,0,0,0,0
CC[N+](C)(C)CCOC.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,C0918_A0061,A132065,48,321.15,C11H18BNO9,11,18,1,9,0,0,0,0,0,0,0
CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0687_A0048,A132065,105,378.15,C10H20F6N2O4S2,10,20,2,4,2,0,6,0,0,0,0
CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C0687_A0067,A132065,83,356.15,C12H20F10N2O4S2,12,20,2,4,2,0,10,0,0,0,0
CC[N+](CC)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0687_A0034,A132065,20,293.15,C11H20F6N2O3S,11,20,2,3,1,0,6,0,0,0,0
CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,C0687_A0074,A132065,69,342.15,C11H20F8N2O4S2,11,20,2,4,2,0,8,0,0,0,0
CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)F,C0687_A0080,A132065,5,278.15,C10H22F3NO4S,10,22,1,4,1,0,3,0,0,0,0
CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)C(F)F,C0687_A0038,A132065,-9,264.15,C11H23F4NO4S,11,23,1,4,1,0,4,0,0,0,0
CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C0687_A0078,A132065,-13,260.15,C13H23F8NO4S,13,23,1,4,1,0,8,0,0,0,0
CC[N+](CC)(CC)CC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,C0687_A0003,A132065,46,319.15,C12H20F9NO6S3,12,20,1,6,3,0,9,0,0,0,0
CCCC[N+](C)(C)CC.F[B-](F)(F)F,C0025_A0020,A132065,158,431.15,C8H20BF4N,8,20,1,0,0,0,4,0,0,0,0
CCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0025_A0048,A132065,-8,265.15,C10H20F6N2O4S2,10,20,2,4,2,0,6,0,0,0,0
CCCC[N+](C)(C)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0156_A0048,A132065,15,288.15,C11H22F6N2O4S2,11,22,2,4,2,0,6,0,0,0,0
CCCC[N+](C)(C)CCC.N#C[C-](C#N)C#N,C0156_A0055,A132065,7,280.15,C13H22N4,13,22,4,0,0,0,0,0,0,0,0
CCCCCC[N+](C)(C)C.F[B-](F)(F)F,C0709_A0020,A132065,126,399.15,C9H22BF4N,9,22,1,0,0,0,4,0,0,0,0
CCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0709_A0048,A132065,27,300.15,C11H22F6N2O4S2,11,22,2,4,2,0,6,0,0,0,0
CC[N+](C)(C(C)C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C1011_A0048,A132065,140,413.15,C11H22F6N2O4S2,11,22,2,4,2,0,6,0,0,0,0
CC[N+](CC)(C(C)C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0907_A0048,A132065,148,421.15,C12H24F6N2O4S2,12,24,2,4,2,0,6,0,0,0,0
CCCCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0973_A0048,A132065,5,278.15,C13H26F6N2O4S2,13,26,2,4,2,0,6,0,0,0,0
CCC(C)C[N+](CC)(CC)CC.[Br-],C0910_A0004,A132065,100,373.15,C11H26BrN,11,26,1,0,0,0,0,0,1,0,0
CCC[N+](CCC)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0656_A0048,A132065,105,378.15,C14H28F6N2O4S2,14,28,2,4,2,0,6,0,0,0,0
CCC[N+](CCC)(CCC)CCC.O=C1[N-]S(=O)(=O)c2ccccc21,C0656_A0007,A132065,96,369.15,C19H32N2O3S,19,32,2,3,1,0,0,0,0,0,0
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0352_A0048,A132065,20,293.15,C14H28F6N2O4S2,14,28,2,4,2,0,6,0,0,0,0
CCCCCC[N+](CC)(CC)CC.CS(=O)(=O)[N-]S(C)(=O)=O,C0352_A0032,A132065,-54,219.15,C14H34N2O4S2,14,34,2,4,2,0,0,0,0,0,0
CCCCCC[N+](CC)(CC)CC.CS(=O)(=O)[O-],C0352_A0054,A132065,62,335.15,C13H31NO3S,13,31,1,3,1,0,0,0,0,0,0
CCCCCC[N+](CC)(CC)CC.Cc1ccc(S(=O)(=O)[O-])cc1,C0352_A0030,A132065,109,382.15,C19H35NO3S,19,35,1,3,1,0,0,0,0,0,0
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0297_A0048,A132065,90,363.15,C18H36F6N2O4S2,18,36,2,4,2,0,6,0,0,0,0
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)F,C0297_A0080,A132065,80,353.15,C18H38F3NO4S,18,38,1,4,1,0,3,0,0,0,0
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)C(F)F,C0297_A0038,A132065,-4,269.15,C19H39F4NO4S,19,39,1,4,1,0,4,0,0,0,0
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C0297_A0078,A132065,-8,265.15,C21H39F8NO4S,21,39,1,4,1,0,8,0,0,0,0
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,C0297_A0003,A132065,59,332.15,C20H36F9NO6S3,20,36,1,6,3,0,9,0,0,0,0
CCCCCC[N+](CCCC)(CCCC)CCCC.N#C[N-]C#N,C0319_A0056,A132065,-43,230.15,C20H40N4,20,40,4,0,0,0,0,0,0,0,0
CCCCCC[N+](CCCC)(CCCC)CCCC.Cc1ccc(S(=O)(=O)[O-])cc1,C0319_A0030,A132065,50,323.15,C25H47NO3S,25,47,1,3,1,0,0,0,0,0,0
CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0832_A0048,A132065,25,298.15,C22H44F6N2O4S2,22,44,2,4,2,0,6,0,0,0,0
CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0832_A0034,A132065,16,289.15,C23H44F6N2O3S,23,44,2,3,1,0,6,0,0,0,0
CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,C0832_A0074,A132065,25,298.15,C23H44F8N2O4S2,23,44,2,4,2,0,8,0,0,0,0
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0234_A0048,A132065,-8,265.15,C26H52F6N2O4S2,26,52,2,4,2,0,6,0,0,0,0
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.O=C([O-])c1ccccc1,C0234_A0031,A132065,-50,223.15,C31H57NO2,31,57,1,2,0,0,0,0,0,0,0
CCCCCCCC[N+](CCC)(CCCCCCCC)CCCCCCCC.[Br-],C0020_A0004,A132065,74,347.15,C27H58BrN,27,58,1,0,0,0,0,0,1,0,0
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],C0565_A0033,A132065,-9,264.15,C28H60ClN,28,60,1,0,0,0,0,1,0,0,0
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0565_A0048,A132065,11,284.15,C30H60F6N2O4S2,30,60,2,4,2,0,6,0,0,0,0
CCCCCCCCCCCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C0034_A0004,A132065,63,336.15,C29H62BrN,29,62,1,0,0,0,0,0,1,0,0
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C1093_A0048,A132065,31,304.15,C34H68F6N2O4S2,34,68,2,4,2,0,6,0,0,0,0
CCCCCCCCCCCC[N+](C)(CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-],C0512_A0004,A132065,75,348.15,C37H78BrN,37,78,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCCCC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0079_A0048,A132065,31,304.15,C16H32F6N2O4S2,16,32,2,4,2,0,6,0,0,0,0
CC[N+](C)(C)COC1CC(C)CCC1C(C)C.F[B-](F)(F)F,C0446_A0020,A132065,163,436.15,C15H32BF4NO,15,32,1,1,0,0,4,0,0,0,0
CC1CCC(C(C)C)C(OC[N+](C)(C)C(C)C)C1.F[B-](F)(F)F,C1138_A0020,A132065,205,478.15,C16H34BF4NO,16,34,1,1,0,0,4,0,0,0,0
CC1CCC(C(C)C)C(OC[N+](C)(C)C(C)C)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C1138_A0048,A132065,41,314.15,C18H34F6N2O5S2,18,34,2,5,2,0,6,0,0,0,0
CCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.[I-],C0394_A0069,A132065,82,355.15,C17H36INO,17,36,1,1,0,0,0,0,0,1,0
CCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.[O-][Cl+3]([O-])([O-])[O-],C0394_A0051,A132065,78,351.15,C17H36ClNO5,17,36,1,5,0,0,0,1,0,0,0
CCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.F[B-](F)(F)F,C0394_A0020,A132065,70,343.15,C17H36BF4NO,17,36,1,1,0,0,4,0,0,0,0
CCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.F[P-](F)(F)(F)(F)F,C0394_A0011,A132065,104,377.15,C17H36F6NOP,17,36,1,1,0,1,6,0,0,0,0
CCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.O=C([O-])C(F)(F)F,C0394_A0064,A132065,73,346.15,C19H36F3NO3,19,36,1,3,0,0,3,0,0,0,0
CCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.F[B-](F)(F)F,C0179_A0020,A132065,43,316.15,C19H40BF4NO,19,40,1,1,0,0,4,0,0,0,0
CCCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.F[B-](F)(F)F,C0864_A0020,A132065,71,344.15,C20H42BF4NO,20,42,1,1,0,0,4,0,0,0,0
CCCCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.F[B-](F)(F)F,C0099_A0020,A132065,88,361.15,C21H44BF4NO,21,44,1,1,0,0,4,0,0,0,0
CCCCCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.F[B-](F)(F)F,C0962_A0020,A132065,71,344.15,C22H46BF4NO,22,46,1,1,0,0,4,0,0,0,0
CCCCCCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.F[B-](F)(F)F,C0662_A0020,A132065,57,330.15,C23H48BF4NO,23,48,1,1,0,0,4,0,0,0,0
CCCCCCCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.F[B-](F)(F)F,C0823_A0020,A132065,46,319.15,C24H50BF4NO,24,50,1,1,0,0,4,0,0,0,0
CCCCCCCCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C.F[B-](F)(F)F,C0840_A0020,A132065,43,316.15,C25H52BF4NO,25,52,1,1,0,0,4,0,0,0,0
CC1CCC(C(C)C)C(OC[N+](C)(C)Cc2ccccc2)C1.F[B-](F)(F)F,C0934_A0020,A132065,99,372.15,C20H34BF4NO,20,34,1,1,0,0,4,0,0,0,0
CC1CCC(C(C)C)C(OC[N+](C)(C)Cc2ccccc2)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0934_A0048,A132065,47,320.15,C22H34F6N2O5S2,22,34,2,5,2,0,6,0,0,0,0
CC[N+](C)(CC)COC1CC(C)CCC1C(C)C.F[B-](F)(F)F,C0213_A0020,A132065,151,424.15,C16H34BF4NO,16,34,1,1,0,0,4,0,0,0,0
CC[N+](CC)(CC)COC1CC(C)CCC1C(C)C.F[B-](F)(F)F,C0686_A0020,A132065,126,399.15,C17H36BF4NO,17,36,1,1,0,0,4,0,0,0,0
CCC[N+](C)(CC)CC.F[B-](F)(F)F,C0272_A0020,A132065,186,459.15,C8H20BF4N,8,20,1,0,0,0,4,0,0,0,0
CCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0272_A0048,A132065,14,287.15,C10H20F6N2O4S2,10,20,2,4,2,0,6,0,0,0,0
CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,C0272_A0008,A132065,95,368.15,C9H20BF6N,9,20,1,0,0,0,6,0,0,0,0
CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,C0272_A0043,A132065,54,327.15,C10H20BF8N,10,20,1,0,0,0,8,0,0,0,0
CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0272_A0009,A132065,57,330.15,C11H20BF10N,11,20,1,0,0,0,10,0,0,0,0
CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0272_A0021,A132065,54,327.15,C12H20BF12N,12,20,1,0,0,0,12,0,0,0,0
